Airline,Source,Destination,Duration,stops,class,departure time,arrival time,Price,Date
Royal Air Maroc,PAR,CMN,3h 05m,direct,business,19:15,21:20,"AED 3,105 ",2024-06-06 
ANA,NRT,LAX,10h 00m,direct,business,17:00,11:00,"AED 22,930 ",2024-06-09 
United Airlines,IST,LAX,29h 45m,1 stop,business,18:45,14:30+1,"AED 9,790",2024-07-08
British Airways,CMN,PAR,9h 20m,2 stops,business,12:45,23:05,"AED 3,640 ",2024-05-29 
KLM,NRT,CMN,18h 50m,1 stop,economy,11:20,22:10,"AED 7,126",2024-06-27
Iberia,PAR,CMN,5h 35m,1 stop,business,12:40,17:15,"AED 2,370 ",2024-06-09 
Air Canada,NRT,LAX,15h 35m,1 stop,economy,16:40,16:15,"AED 4,290",2024-06-26
Asiana Airlines,NRT,PAR,33h 05m,1 stop,business,16:00,18:05+1,"AED 13,160 ",2024-06-01 
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,19:15,21:20,"AED 1,203",2024-06-26
Emirates,NRT,CMN,22h 15m,1 stop,business,22:30,12:45+1,"AED 12,025",2024-07-02
Iberia,PAR,CMN,5h 35m,1 stop,business,12:40,17:15,"AED 2,380",2024-06-28
ITA Airways,PAR,CMN,10h 15m,2 stops,business,10:45,20:00,"AED 3,570 ",2024-06-20 
Turkish Airlines,PAR,NRT,18h 35m,1 stop,economy,07:20,08:55+1,"AED 3,890",2024-07-03
Air France,CMN,NRT,28h 15m,2 stops,economy,07:30,19:45+1,"AED 4,340 ",2024-06-11 
TAP Portugal,PAR,CMN,6h 50m,1 stop,business,10:20,16:10,"AED 2,678 ",2024-05-29 
Turkish Airlines,IST,CMN,4h 55m,direct,economy,11:55,14:50,"AED 2,166 ",2024-06-16 
Korean Air,NRT,IST,16h 20m,1 stop,economy,09:20,19:40,"AED 2,660",2024-07-05
Vietnam Airlines,NRT,PAR,28h 00m,1 stop,economy,10:00,07:00+1,"AED 1,510",2024-06-27
Egypt Air,IST,CMN,10h 00m,1 stop,economy,04:30,12:30,"AED 1,294 ",2024-06-11 
Egypt Air,CMN,IST,14h 35m,1 stop,business,01:10,17:45,"AED 3,865",2024-06-28
Condor,LAX,IST,16h 20m,1 stop,business,19:00,21:20+1,"AED 16,624",2024-06-29
Air Caraïbes,LAX,PAR,10h 50m,direct,economy,19:45,15:35+1,"AED 1,314 ",2024-06-23 
Turkish Airlines,PAR,IST,3h 45m,direct,economy,07:20,12:05,"AED 1,540",2024-06-27
Air France,NRT,PAR,14h 50m,direct,business,11:15,19:05,"AED 14,506 ",2024-06-19 
Lufthansa,LAX,IST,18h 50m,2 stops,economy,08:15,13:05+1,"AED 4,100 ",2024-05-29 
Iberia,CMN,PAR,6h 20m,1 stop,business,12:45,20:05,"AED 1,480",2024-07-08
Emirates,NRT,PAR,22h 00m,1 stop,economy,22:30,13:30+1,"AED 2,529 ",2024-06-13 
Transavia France,PAR,IST,3h 45m,direct,economy,14:10,18:55,"AED 1,001",2024-06-29
Turkish Airlines,CMN,IST,4h 40m,direct,business,16:45,23:25,"AED 4,211",2024-06-29
Qatar Airways,NRT,IST,19h 15m,1 stop,business,22:30,11:45+1,"AED 20,570 ",2024-06-01 
Condor,LAX,PAR,17h 25m,1 stop,business,19:00,21:25+1,"AED 16,026 ",2024-06-19 
Icelandair,LAX,PAR,17h 35m,2 stops,business,10:25,13:00+1,"AED 14,229 ",2024-06-15 
Norse Atlantic UK,LAX,IST,19h 10m,1 stop,economy,16:30,21:40+1,"AED 2,207 ",2024-06-14 
Tunisair,CMN,IST,7h 25m,1 stop,economy,02:00,11:25,"AED 1,286 ",2024-06-15 
Delta,LAX,CMN,15h 30m,1 stop,business,15:20,14:50+1,"AED 14,083 ",2024-06-25 
Turkish Airlines,IST,PAR,3h 40m,direct,economy,10:00,12:40,AED 730,2024-06-11
Uzbekistan Airways,IST,NRT,15h 10m,1 stop,business,12:30,09:40+1,"AED 9,549 ",2024-06-13 
Lufthansa,CMN,LAX,24h 00m,2 stops,business,01:15,17:15,"AED 8,630 ",2024-06-13 
Delta,LAX,CMN,19h 16m,2 stops,economy,11:34,14:50+1,"AED 4,753",2024-06-28
Delta,PAR,LAX,11h 25m,direct,business,10:40,13:05,"AED 20,249 ",2024-06-22 
Lufthansa,CMN,PAR,7h 35m,1 stop,business,01:15,09:50,"AED 2,780",2024-07-08
Qatar Airways,NRT,PAR,23h 50m,1 stop,business,22:30,15:20+1,"AED 8,300",2024-07-03
Air Canada,NRT,PAR,20h 20m,1 stop,business,17:45,07:05+1,"AED 11,170",2024-06-26
Turkish Airlines,CMN,LAX,32h 45m,1 stop,business,16:45,17:30+1,"AED 7,930 ",2024-05-30 
Air France,CMN,PAR,3h 05m,direct,economy,10:20,14:25,AED 643,2024-07-08
Delta,LAX,CMN,19h 41m,2 stops,business,11:09,14:50+1,"AED 22,765 ",2024-06-03 
Air France,PAR,IST,3h 30m,direct,business,12:00,16:30,"AED 3,755 ",2024-06-09 
Delta,LAX,PAR,10h 45m,direct,economy,21:00,16:45+1,"AED 3,810",2024-07-01
Delta,LAX,CMN,15h 30m,1 stop,business,15:20,14:50+1,"AED 15,593",2024-07-01
Delta,LAX,CMN,19h 15m,2 stops,economy,06:00,09:15+1,"AED 4,074",2024-07-07
Delta,IST,LAX,20h 11m,2 stops,business,06:45,16:56,"AED 18,862 ",2024-06-25 
Air China,NRT,IST,22h 45m,1 stop,economy,15:15,08:00+1,"AED 3,250",2024-07-06
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,10:20,14:10,AED 529,2024-06-13
Asiana Airlines,IST,NRT,15h 00m,1 stop,business,17:40,14:40+1,"AED 15,510 ",2024-06-17 
Korean Air,NRT,IST,28h 45m,1 stop,business,20:55,19:40+1,"AED 7,970 ",2024-05-30 
Etihad Airways,NRT,CMN,26h 20m,2 stops,business,13:20,07:40+1,"AED 8,515 ",2024-06-11 
Etihad Airways,NRT,IST,18h 50m,1 stop,business,17:30,06:20+1,"AED 8,205 ",2024-05-29 
Egypt Air,CMN,IST,10h 15m,1 stop,economy,00:45,13:00,"AED 1,129",2024-05-31
ITA Airways,CMN,PAR,8h 10m,2 stops,business,12:35,21:45,"AED 3,430 ",2024-06-16 
Turkish Airlines,NRT,PAR,29h 55m,1 stop,economy,10:35,09:30+1,"AED 2,830",2024-07-01
Royal Air Maroc,CMN,IST,4h 40m,direct,economy,16:45,23:25,"AED 2,315",2024-06-30
Egypt Air,NRT,PAR,31h 35m,1 stop,business,20:30,21:05+1,"AED 10,294",2024-07-07
Qatar Airways,CMN,NRT,38h 05m,1 stop,economy,20:50,18:55+2,"AED 4,670",2024-05-31
Turkish Airlines,IST,PAR,3h 40m,direct,economy,15:30,18:10,AED 516,2024-07-08
Qatar Airways,CMN,NRT,26h 10m,2 stops,business,20:50,07:00+2,"AED 15,350 ",2024-06-25 
SWISS,PAR,LAX,15h 30m,1 stop,business,09:45,16:15,"AED 19,579",2024-07-08
Emirates,NRT,PAR,22h 00m,1 stop,economy,22:30,13:30+1,"AED 2,371 ",2024-06-05 
Pegasus Airlines,IST,PAR,3h 50m,direct,economy,10:25,13:15,AED 370,2024-06-03
Delta,LAX,IST,20h 15m,2 stops,business,10:15,16:30+1,"AED 26,034 ",2024-06-12 
Egypt Air,CMN,NRT,23h 45m,2 stops,economy,01:10,08:55+1,"AED 4,441 ",2024-06-01 
Multiple Airlines,LAX,IST,21h 35m,2 stops,economy,09:25,17:00+1,"AED 3,227 ",2024-06-06 
Lufthansa,CMN,LAX,19h 45m,1 stop,economy,01:15,13:00,"AED 2,884 ",2024-06-05 
Royal Air Maroc,CMN,PAR,2h 50m,direct,business,14:15,18:05,"AED 2,572 ",2024-06-14 
Delta,LAX,CMN,19h 00m,2 stops,economy,06:15,09:15+1,"AED 5,271 ",2024-06-05 
JetBlue,PAR,LAX,20h 10m,1 stop,economy,11:15,22:25,"AED 3,053",2024-07-02
Egypt Air,IST,CMN,18h 55m,1 stop,business,06:50,23:45,"AED 6,660 ",2024-06-14 
China Airlines,LAX,NRT,21h 10m,1 stop,economy,00:05,13:15+1,"AED 4,580",2024-06-26
British Airways,PAR,LAX,13h 55m,1 stop,economy,10:00,14:55,"AED 4,953",2024-07-03
LOT,IST,NRT,22h 40m,1 stop,business,13:55,18:35+1,"AED 12,010 ",2024-06-03 
China Southern,NRT,PAR,22h 40m,1 stop,business,14:50,06:30+1,"AED 15,293 ",2024-06-15 
Air Algerie,PAR,IST,11h 05m,1 stop,business,12:15,00:20+1,"AED 2,607 ",2024-06-20 
Malaysia Airlines,NRT,IST,22h 15m,1 stop,business,22:30,14:45+1,"AED 12,930 ",2024-06-02 
Delta,LAX,CMN,15h 30m,1 stop,economy,15:20,14:50+1,"AED 4,737",2024-06-27
Air India,PAR,NRT,32h 25m,1 stop,economy,20:35,12:00+2,"AED 2,630 ",2024-06-19 
Turkish Airlines,LAX,IST,13h 10m,direct,business,13:35,12:45+1,"AED 15,839 ",2024-05-30 
Etihad Airways,NRT,IST,23h 00m,2 stops,business,13:20,06:20+1,"AED 9,415",2024-07-01
WestJet,NRT,LAX,17h 35m,2 stops,business,18:30,20:05,"AED 7,210",2024-07-08
British Airways,LAX,IST,17h 00m,1 stop,economy,21:30,00:30+2,"AED 4,250 ",2024-06-16 
JetBlue,PAR,LAX,20h 54m,1 stop,economy,13:25,01:19+1,"AED 3,053",2024-07-01
Egypt Air,PAR,NRT,33h 55m,2 stops,business,16:00,08:55+2,"AED 6,428 ",2024-06-04 
Qatar Airways,PAR,NRT,23h 35m,2 stops,economy,12:20,18:55+1,"AED 4,360 ",2024-06-24 
Asiana Airlines,NRT,LAX,16h 00m,1 stop,economy,16:00,16:00,"AED 3,100",2024-06-28
Delta,IST,LAX,19h 20m,1 stop,economy,06:45,16:05,"AED 8,973",2024-06-28
Royal Air Maroc,CMN,LAX,22h 11m,2 stops,economy,10:00,00:11+1,"AED 4,330",2024-06-27
American Airlines,NRT,CMN,47h 30m,2 stops,business,17:20,08:50+2,"AED 18,630 ",2024-06-08 
Thai Airways,NRT,PAR,20h 45m,1 stop,economy,17:25,07:10+1,"AED 2,585",2024-07-03
Royal Air Maroc,IST,CMN,4h 50m,direct,economy,18:10,21:00,"AED 1,461",2024-07-01
Turkish Airlines,IST,PAR,3h 40m,direct,business,10:00,12:40,"AED 3,900 ",2024-06-20 
Cathay Pacific,PAR,NRT,21h 00m,1 stop,business,12:05,16:05+1,"AED 10,344",2024-07-03
China Eastern,IST,NRT,16h 00m,1 stop,business,14:00,12:00+1,"AED 7,412 ",2024-06-15 
Asiana Airlines,NRT,LAX,18h 40m,1 stop,business,13:20,16:00,"AED 5,300 ",2024-06-04 
Air China,NRT,PAR,34h 25m,1 stop,business,15:15,18:40+1,"AED 11,580 ",2024-06-02 
British Airways,IST,CMN,21h 40m,2 stops,economy,16:30,12:10+1,"AED 1,466 ",2024-06-18 
SWISS,PAR,NRT,19h 05m,1 stop,business,06:45,08:50+1,"AED 14,739 ",2024-06-23 
ANA,LAX,NRT,11h 15m,direct,business,11:25,14:40+1,"AED 22,940 ",2024-06-08 
China Airlines,NRT,LAX,22h 15m,1 stop,business,14:30,20:45,"AED 12,230 ",2024-06-16 
Air Canada,CMN,LAX,18h 46m,1 stop,business,08:50,19:36,"AED 9,030",2024-06-28
Qatar Airways,NRT,CMN,45h 00m,2 stops,economy,18:30,07:30+2,"AED 3,890 ",2024-06-01 
Air France,CMN,NRT,21h 10m,2 stops,business,07:30,12:40+1,"AED 8,770",2024-07-06
Emirates,CMN,NRT,18h 50m,1 stop,economy,14:45,17:35+1,"AED 3,931 ",2024-06-24 
SAUDIA,CMN,IST,11h 20m,1 stop,economy,07:35,20:55,"AED 1,487",2024-07-08
Air France,PAR,NRT,13h 50m,direct,business,12:20,09:10+1,"AED 18,750 ",2024-06-14 
WestJet,PAR,NRT,42h 55m,1 stop,business,14:30,16:25+2,"AED 10,770 ",2024-06-02 
Qatar Airways,IST,NRT,22h 20m,2 stops,business,13:45,18:05+1,"AED 15,630 ",2024-06-18 
Delta,LAX,IST,20h 45m,2 stops,business,09:20,16:05+1,"AED 26,043 ",2024-06-21 
Qatar Airways,NRT,CMN,29h 10m,2 stops,business,10:20,07:30+1,"AED 15,170 ",2024-06-13 
WestJet,NRT,LAX,14h 46m,1 stop,business,18:30,17:16,"AED 7,420",2024-07-06
China Airlines,NRT,LAX,17h 30m,1 stop,economy,20:05,21:35,"AED 3,290",2024-07-06
Hong Kong Airlines,NRT,IST,19h 20m,1 stop,economy,15:55,05:15+1,"AED 3,454 ",2024-06-02 
Lufthansa,LAX,IST,18h 20m,2 stops,economy,17:00,21:20+1,"AED 5,706",2024-06-28
Qatar Airways,NRT,IST,26h 05m,1 stop,economy,22:30,18:35+1,"AED 2,840 ",2024-06-23 
Air Algerie,PAR,IST,8h 45m,1 stop,business,18:00,03:45+1,"AED 3,583",2024-07-04
Alaska Airlines,LAX,NRT,13h 59m,1 stop,business,09:31,15:30+1,"AED 11,540",2024-07-03
Korean Air,IST,NRT,15h 15m,1 stop,business,22:30,19:45+1,"AED 10,530",2024-06-29
Delta,PAR,LAX,12h 00m,direct,business,15:35,18:35,"AED 20,180 ",2024-06-25 
Air Algerie,PAR,IST,9h 40m,1 stop,business,14:00,00:40+1,"AED 3,606 ",2024-06-12 
United Airlines,IST,LAX,31h 50m,2 stops,business,14:00,11:50+1,"AED 8,030 ",2024-06-16 
Lufthansa,IST,LAX,20h 45m,1 stop,business,06:10,16:55,"AED 13,744 ",2024-06-01 
Royal Air Maroc,IST,CMN,4h 55m,direct,business,11:55,14:50,"AED 7,881",2024-07-06
Air Canada,IST,LAX,22h 35m,2 stops,economy,10:15,22:50,"AED 4,280",2024-07-06
ITA Airways,CMN,PAR,8h 10m,2 stops,business,12:35,21:45,"AED 2,950",2024-07-08
Aer Lingus,PAR,LAX,17h 20m,1 stop,business,10:10,18:30,"AED 16,909 ",2024-06-20 
Ajet,PAR,IST,3h 20m,direct,economy,12:35,16:55,AED 946,2024-06-24
United Airlines,LAX,NRT,15h 40m,1 stop,economy,08:35,16:15+1,"AED 5,100 ",2024-06-08 
Qatar Airways,NRT,CMN,29h 10m,2 stops,economy,10:20,07:30+1,"AED 3,580 ",2024-06-06 
Turkish Airlines,LAX,IST,13h 20m,direct,economy,19:25,18:45+1,"AED 5,720",2024-06-29
Turkish Airlines,IST,LAX,13h 40m,direct,business,08:00,11:40,"AED 12,355 ",2024-06-02 
Air France,IST,LAX,16h 20m,1 stop,business,06:45,13:05,"AED 8,560 ",2024-06-13 
Qatar Airways,LAX,IST,28h 00m,1 stop,business,16:20,06:20+2,"AED 13,360 ",2024-06-12 
China Southern,PAR,NRT,16h 45m,1 stop,economy,12:25,12:10+1,"AED 2,140 ",2024-06-21 
Etihad Airways,NRT,IST,23h 35m,1 stop,business,17:30,11:05+1,"AED 8,325 ",2024-06-22 
Air Arabia Maroc,IST,CMN,5h 00m,direct,economy,01:30,04:30,AED 818,2024-06-17
Delta,LAX,CMN,19h 05m,2 stops,business,11:45,14:50+1,"AED 22,767",2024-06-28
WestJet,NRT,LAX,19h 21m,1 stop,business,18:30,21:51,"AED 6,990",2024-07-04
Korean Air,IST,NRT,17h 45m,1 stop,economy,21:20,21:05+1,"AED 3,660",2024-06-26
Delta,LAX,IST,18h 45m,2 stops,business,11:45,16:30+1,"AED 26,034 ",2024-06-09 
ANA,IST,NRT,11h 05m,direct,business,15:50,08:55+1,"AED 24,030",2024-06-26
Delta,LAX,PAR,12h 40m,1 stop,business,13:25,11:05+1,"AED 26,486 ",2024-06-16 
British Airways,IST,PAR,8h 25m,1 stop,business,08:25,15:50,"AED 3,400 ",2024-06-19 
Air France,IST,CMN,10h 05m,1 stop,business,06:45,14:50,"AED 5,560 ",2024-06-06 
Asiana Airlines,NRT,PAR,35h 45m,1 stop,business,13:20,18:05+1,"AED 12,050 ",2024-06-08 
Egypt Air,CMN,NRT,32h 20m,1 stop,economy,01:10,17:30+1,"AED 4,829",2024-07-06
JAL,NRT,CMN,41h 00m,1 stop,business,22:30,07:30+2,"AED 21,612 ",2024-06-09 
Lufthansa,IST,LAX,20h 18m,2 stops,business,14:00,00:18+1,"AED 8,030 ",2024-06-14 
Air Canada,CMN,LAX,24h 47m,2 stops,business,01:15,18:02,"AED 13,890",2024-07-07
Pegasus Airlines,PAR,IST,3h 25m,direct,economy,17:25,21:50,AED 827,2024-06-02
Lufthansa,IST,CMN,8h 30m,1 stop,economy,17:55,00:25+1,"AED 1,980 ",2024-06-16 
Delta,LAX,IST,16h 15m,1 stop,business,13:50,16:05+1,"AED 26,025 ",2024-06-02 
Etihad Airways,CMN,NRT,19h 45m,1 stop,business,09:15,13:00+1,"AED 9,355 ",2024-06-24 
JetBlue,LAX,PAR,16h 50m,1 stop,business,09:35,11:25+1,"AED 10,602",2024-07-08
Delta,LAX,CMN,19h 05m,2 stops,business,11:45,14:50+1,"AED 15,609",2024-07-07
Asiana Airlines,LAX,NRT,23h 40m,1 stop,economy,23:00,14:40+2,"AED 3,480 ",2024-06-17 
China Airlines,NRT,LAX,18h 50m,1 stop,business,17:55,20:45,"AED 14,270 ",2024-06-08 
Turkish Airlines,CMN,LAX,26h 55m,1 stop,business,16:45,11:40+1,"AED 11,110 ",2024-06-16 
Cathay Pacific,NRT,PAR,20h 05m,1 stop,economy,18:30,07:35+1,"AED 3,190",2024-06-28
Air France,CMN,PAR,3h 00m,direct,business,15:55,19:55,"AED 3,700 ",2024-06-03 
Turkish Airlines,IST,NRT,11h 05m,direct,economy,15:50,08:55+1,"AED 4,080 ",2024-06-12 
Turkish Airlines,IST,PAR,3h 40m,direct,economy,06:55,09:35,AED 970,2024-07-03
Thai Airways,NRT,PAR,26h 10m,1 stop,economy,12:00,07:10+1,"AED 2,247 ",2024-06-21 
United Airlines,LAX,NRT,15h 40m,1 stop,economy,08:35,16:15+1,"AED 5,010",2024-07-02
British Airways,IST,PAR,7h 05m,1 stop,economy,14:35,20:40,AED 990,2024-06-10
Lufthansa,IST,LAX,16h 50m,1 stop,economy,06:10,13:00,"AED 2,194 ",2024-06-08 
Qatar Airways,CMN,NRT,33h 30m,2 stops,economy,14:10,07:40+2,"AED 4,080 ",2024-06-11 
Vueling,PAR,CMN,5h 00m,1 stop,economy,07:10,11:10,AED 863,2024-06-15
JetBlue,LAX,PAR,13h 50m,1 stop,economy,10:25,09:15+1,"AED 2,835",2024-07-04
SWISS,PAR,NRT,31h 10m,2 stops,business,18:40,08:50+2,"AED 15,105 ",2024-06-16 
Iberia,CMN,LAX,19h 14m,2 stops,economy,12:45,23:59,"AED 4,410",2024-07-08
Air Algerie,PAR,IST,8h 45m,1 stop,business,18:00,03:45+1,"AED 2,665 ",2024-06-03 
Cathay Pacific,NRT,PAR,21h 20m,1 stop,economy,17:15,07:35+1,"AED 2,910",2024-07-08
Qatar Airways,IST,NRT,23h 10m,1 stop,business,13:45,18:55+1,"AED 13,730 ",2024-06-18 
Air Serbia,IST,PAR,5h 05m,1 stop,economy,15:35,19:40,AED 725,2024-06-05
Air France,CMN,PAR,3h 00m,direct,business,15:55,19:55,"AED 3,780 ",2024-06-01 
Delta,LAX,CMN,17h 25m,2 stops,economy,13:25,14:50+1,"AED 4,570",2024-07-03
Qatar Airways,NRT,CMN,41h 00m,2 stops,economy,22:30,07:30+2,"AED 4,590 ",2024-06-01 
Qatar Airways,PAR,NRT,23h 15m,2 stops,business,12:40,18:55+1,"AED 15,540 ",2024-06-05 
Multiple Airlines,LAX,IST,28h 20m,2 stops,business,07:00,21:20+1,"AED 7,176",2024-07-08
Air Canada,CMN,LAX,20h 50m,2 stops,business,08:50,21:40,"AED 7,901 ",2024-06-19 
Aer Lingus,PAR,LAX,29h 40m,1 stop,business,21:50,18:30+1,"AED 11,572",2024-05-31
ITA Airways,CMN,PAR,7h 45m,2 stops,business,12:35,21:20,"AED 2,950",2024-07-07
Lufthansa,PAR,IST,8h 10m,2 stops,business,12:10,21:20,"AED 3,700 ",2024-05-30 
Air France,PAR,LAX,11h 20m,direct,business,19:25,21:45,"AED 20,340",2024-06-27
Turkish Airlines,PAR,IST,3h 30m,direct,economy,19:50,00:20+1,"AED 1,740",2024-06-29
Finnair,IST,NRT,22h 55m,1 stop,economy,08:00,12:55+1,"AED 5,670",2024-07-04
Delta,LAX,IST,18h 31m,2 stops,economy,11:34,16:05+1,"AED 5,018",2024-06-26
Qatar Airways,CMN,IST,12h 55m,1 stop,economy,20:50,11:45+1,"AED 2,210 ",2024-06-10 
Korean Air,IST,NRT,17h 45m,1 stop,business,21:20,21:05+1,"AED 10,530",2024-06-28
ANA,NRT,CMN,21h 40m,2 stops,business,10:45,00:25+1,"AED 16,992 ",2024-06-23 
ANA,LAX,NRT,14h 50m,1 stop,business,08:00,14:50+1,"AED 16,360 ",2024-06-12 
Qatar Airways,PAR,NRT,25h 45m,2 stops,economy,10:10,18:55+1,"AED 3,830 ",2024-06-18 
TAP Portugal,CMN,PAR,6h 30m,1 stop,business,11:25,18:55,"AED 2,030 ",2024-06-01 
LOT,NRT,IST,20h 30m,1 stop,business,22:35,13:05+1,"AED 12,010 ",2024-06-25 
Air France,LAX,PAR,10h 55m,direct,economy,15:20,11:15+1,"AED 4,382 ",2024-06-13 
Turkish Airlines,CMN,IST,4h 40m,direct,economy,16:45,23:25,"AED 1,541",2024-06-30
Qatar Airways,NRT,CMN,36h 00m,2 stops,economy,10:20,14:20+1,"AED 3,410 ",2024-06-17 
Transavia France,CMN,PAR,3h 00m,direct,economy,11:30,15:30,AED 437,2024-06-19
Lufthansa,IST,LAX,19h 59m,2 stops,economy,14:00,23:59,"AED 4,290",2024-06-30
Iberia,PAR,CMN,7h 10m,1 stop,business,06:00,12:10,"AED 1,630 ",2024-06-25 
Air Serbia,IST,PAR,15h 30m,1 stop,business,18:45,09:15+1,"AED 1,964 ",2024-06-03 
Lufthansa,LAX,IST,20h 25m,1 stop,economy,14:55,21:20+1,"AED 3,827 ",2024-06-12 
Air China,NRT,IST,22h 45m,1 stop,economy,15:15,08:00+1,"AED 1,840",2024-07-04
Qatar Airways,PAR,NRT,18h 35m,1 stop,business,17:20,18:55+1,"AED 11,740 ",2024-06-24 
China Airlines,NRT,LAX,18h 50m,1 stop,economy,17:55,20:45,"AED 2,753 ",2024-06-15 
Cathay Pacific,PAR,NRT,19h 25m,1 stop,economy,12:05,14:30+1,"AED 2,990 ",2024-05-29 
Lufthansa,IST,CMN,12h 25m,1 stop,business,14:00,00:25+1,"AED 6,380 ",2024-06-03 
ZIPAIR,LAX,NRT,11h 40m,direct,economy,10:30,14:10+1,"AED 3,057 ",2024-06-04 
Air China,NRT,PAR,34h 25m,1 stop,business,15:15,18:40+1,"AED 7,460 ",2024-06-25 
Egypt Air,CMN,IST,9h 50m,1 stop,economy,01:10,13:00,"AED 2,497 ",2024-06-22 
Pegasus Airlines,CMN,IST,4h 45m,direct,economy,00:05,06:50,AED 647,2024-06-09
Air France,CMN,LAX,25h 05m,1 stop,business,18:20,11:25+1,"AED 12,950",2024-06-28
Qatar Airways,CMN,NRT,23h 15m,2 stops,business,11:40,18:55+1,"AED 10,680 ",2024-06-24 
JetBlue,LAX,PAR,16h 50m,1 stop,business,09:35,11:25+1,"AED 11,170",2024-07-05
Turkish Airlines,CMN,IST,4h 25m,direct,business,10:15,16:40,"AED 6,161",2024-06-28
SWISS,PAR,NRT,17h 15m,2 stops,business,08:35,08:50+1,"AED 15,021 ",2024-06-21 
Turkish Airlines,IST,PAR,3h 40m,direct,business,06:50,09:30,"AED 4,020",2024-07-06
Delta,LAX,CMN,19h 15m,2 stops,economy,06:00,09:15+1,"AED 5,157 ",2024-06-17 
Royal Air Maroc,CMN,PAR,2h 50m,direct,business,03:10,07:00,"AED 2,572 ",2024-06-25 
Norse Atlantic UK,LAX,CMN,19h 25m,1 stop,economy,16:30,19:55+1,"AED 2,906 ",2024-06-13 
Qatar Airways,NRT,CMN,28h 50m,2 stops,economy,10:40,07:30+1,"AED 4,250 ",2024-06-24 
Air France,CMN,PAR,3h 05m,direct,economy,07:30,11:35,"AED 1,187 ",2024-06-01 
Turkish Airlines,IST,NRT,19h 45m,2 stops,business,15:25,17:10+1,"AED 10,910 ",2024-06-18 
Qatar Airways,IST,NRT,23h 10m,1 stop,business,13:45,18:55+1,"AED 15,200 ",2024-05-30 
KLM,NRT,CMN,38h 00m,2 stops,business,11:20,17:20+1,"AED 15,356 ",2024-06-25 
SriLankan Airlines,NRT,PAR,30h 20m,1 stop,economy,11:35,10:55+1,"AED 1,683 ",2024-06-20 
Lufthansa,PAR,IST,5h 50m,1 stop,business,14:30,21:20,"AED 2,090 ",2024-06-19 
Air Algerie,PAR,IST,11h 05m,1 stop,business,12:15,00:20+1,"AED 2,605 ",2024-06-03 
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,17:30,19:35,"AED 1,782",2024-07-08
Qatar Airways,IST,LAX,21h 20m,1 stop,economy,20:05,07:25+1,"AED 2,440",2024-07-01
Alaska Airlines,LAX,NRT,15h 40m,1 stop,economy,08:50,16:30+1,"AED 5,030 ",2024-06-21 
Cathay Pacific,NRT,PAR,23h 45m,1 stop,economy,14:50,07:35+1,"AED 2,910 ",2024-06-11 
Qatar Airways,CMN,IST,12h 55m,1 stop,economy,20:50,11:45+1,"AED 2,210 ",2024-06-19 
Asiana Airlines,LAX,NRT,20h 20m,1 stop,business,23:00,11:20+2,"AED 9,870 ",2024-06-23 
Delta,LAX,CMN,20h 10m,2 stops,business,10:40,14:50+1,"AED 15,609 ",2024-06-16 
Egypt Air,CMN,IST,14h 50m,1 stop,business,01:10,18:00,"AED 3,806 ",2024-06-08 
Royal Air Maroc,PAR,CMN,3h 05m,direct,business,13:15,15:20,"AED 2,893 ",2024-05-29 
JetBlue,PAR,LAX,16h 35m,1 stop,economy,13:25,21:00,"AED 2,455 ",2024-06-24 
SAUDIA,CMN,IST,11h 20m,1 stop,economy,07:35,20:55,"AED 1,487 ",2024-06-05 
British Airways,IST,LAX,21h 45m,1 stop,business,08:25,20:10,"AED 17,300 ",2024-06-24 
Qatar Airways,CMN,NRT,32h 35m,2 stops,business,14:10,06:45+2,"AED 12,240 ",2024-06-24 
Air Algerie,PAR,IST,12h 45m,1 stop,business,14:00,03:45+1,"AED 3,608 ",2024-06-24 
Shanghai Airlines,NRT,PAR,20h 35m,1 stop,economy,16:55,06:30+1,"AED 3,159 ",2024-06-08 
Asiana Airlines,NRT,IST,30h 10m,1 stop,economy,16:00,16:10+1,"AED 1,990",2024-07-05
Air Serbia,IST,PAR,12h 55m,1 stop,business,07:45,19:40,"AED 2,081",2024-06-27
Aer Lingus,PAR,LAX,17h 35m,1 stop,business,10:10,18:45,"AED 12,914 ",2024-06-07 
Delta,LAX,CMN,19h 15m,2 stops,business,06:00,09:15+1,"AED 22,767 ",2024-06-16 
Alaska Airlines,LAX,NRT,15h 40m,1 stop,economy,08:50,16:30+1,"AED 4,840",2024-07-07
Lufthansa,CMN,LAX,21h 15m,2 stops,business,01:15,14:30,"AED 8,390",2024-06-26
Royal Air Maroc,CMN,PAR,2h 50m,direct,economy,16:50,20:40,AED 545,2024-06-28
Royal Air Maroc,CMN,LAX,17h 16m,1 stop,business,15:55,01:11+1,"AED 14,970 ",2024-06-15 
JetBlue,LAX,PAR,14h 03m,1 stop,business,12:22,11:25+1,"AED 11,170",2024-07-05
Multiple Airlines,PAR,LAX,21h 13m,2 stops,business,10:30,22:43,"AED 12,111 ",2024-06-09 
Delta,LAX,PAR,14h 20m,1 stop,business,06:35,05:55+1,"AED 26,486 ",2024-06-14 
Etihad Airways,NRT,PAR,25h 25m,2 stops,business,13:20,07:45+1,"AED 10,245 ",2024-06-17 
